userID	itemID	label
336	4993	0
998	2828	1
650	6741	0
836	2782	0
37	335	1
1536	3474	1
812	6621	0
1765	7739	0
73	573	1
844	278	1
188	2007	0
993	1807	1
592	7661	0
1369	3311	1
1665	8245	0
1675	3626	1
1457	628	0
1499	2576	0
1119	4230	0
1215	1060	1
1447	321	1
1853	7293	0
898	2659	1
78	6086	0
731	4856	0
1347	863	1
909	74	1
954	1389	1
1060	882	1
923	66	1
1379	1196	0
486	5197	0
557	3951	0
1499	337	1
1446	6153	0
1371	997	0
1131	107	1
628	5785	0
1330	5521	0
55	7053	0
308	66	1
873	500	1
1126	185	1
326	4810	0
771	1391	0
977	8398	0
1506	4562	0
1202	783	0
650	2203	1
832	1780	0
301	7127	0
1415	2717	0
929	918	1
864	589	1
1266	187	1
957	2756	1
1176	52	1
8	7347	0
1732	3683	1
1462	4028	0
1069	118	1
1142	2686	1
1139	3022	1
1551	7599	0
1584	8522	0
974	36	1
242	3028	0
1208	4940	0
906	9100	0
1185	1925	0
283	1895	0
889	158	1
1653	1227	0
566	5673	0
1080	235	1
1067	297	1
658	190	1
373	756	0
375	1613	1
1246	1020	1
197	1576	0
17	4972	0
1130	8484	0
376	7820	0
278	2770	0
1866	1441	1
421	9283	0
112	802	1
1427	7278	0
1398	6458	0
1390	36	1
956	926	1
420	7321	0
630	5572	0
533	6454	0
1443	3362	1
847	5884	0
397	257	1
220	1218	1
627	1820	1
744	4188	0
1480	3947	0
258	863	1
385	185	1
1826	3202	0
1597	399	1
52	418	1
1259	3168	1
935	313	0
802	5895	0
1435	130	1
1725	8959	0
18	74	1
1213	882	1
252	8943	0
1764	389	1
1300	7008	0
716	492	0
679	715	1
1701	134	1
1499	8085	0
704	3881	0
698	133	1
1801	114	0
1563	117	1
1524	358	1
708	206	1
472	1371	0
1309	295	1
67	242	1
1590	7263	0
1250	2199	1
988	5873	0
1321	78	1
461	273	1
1109	1558	1
1606	1310	1
868	267	1
861	52	1
1518	3850	0
550	47	1
980	8894	0
275	1391	1
1841	4892	0
491	187	1
158	1003	1
859	2601	1
1217	1615	0
525	7674	0
103	1284	0
893	6318	0
100	196	1
230	772	1
250	356	0
251	3354	0
25	256	1
1801	6601	0
193	2956	0
1248	5015	0
15	187	1
673	8266	0
182	5624	0
631	5131	0
368	5496	0
1617	3962	0
1515	1189	1
1412	55	1
1869	353	0
1155	275	1
513	132	1
516	7490	0
1124	1144	1
1101	957	1
341	615	1
18	130	1
1237	9017	0
1573	74	1
205	8528	0
845	2570	1
1102	4157	0
1267	8728	0
584	6523	0
1263	6731	0
215	8594	0
553	7620	0
402	617	1
734	2353	1
1324	2323	1
78	111	1
1825	1875	0
381	1626	1
1618	723	1
140	901	1
1192	2418	1
1665	236	0
1494	2284	0
438	185	1
1803	9152	0
1724	36	1
1619	190	1
72	95	1
808	1011	1
58	472	1
1276	1036	1
531	790	1
1075	5678	0
1009	2612	0
1083	2189	1
1535	8717	0
1675	8009	0
1605	58	1
289	6984	0
1304	714	1
1739	1255	1
803	618	0
1387	329	1
40	356	1
484	1645	0
499	1542	0
282	7876	0
1503	3447	1
1622	7003	0
25	1438	0
1498	9154	0
417	185	1
1594	955	0
195	1976	0
1828	4977	0
516	7138	0
1332	1788	1
946	52	1
482	1514	0
1285	134	1
1106	24	1
1561	1525	0
254	499	1
382	134	1
441	3685	0
1761	197	1
1826	857	1
426	4236	0
4	70	1
485	776	1
446	2851	0
1581	3685	0
996	6515	0
1699	1606	0
1185	392	1
1571	513	1
546	908	0
1551	2482	0
547	1587	0
1501	118	1
577	3576	0
1082	134	1
938	3926	0
1565	8097	0
1188	3936	0
1371	4071	0
271	1373	1
687	1772	1
644	196	1
1387	498	1
478	1832	0
762	878	1
1165	114	0
668	4329	0
822	5844	0
1066	6418	0
215	98	1
356	3714	0
1784	242	1
600	4104	0
708	185	1
1745	1570	0
912	2022	0
1389	1315	1
476	5664	0
722	3067	0
1445	5334	0
317	3654	0
613	8019	0
365	393	1
1715	882	1
949	130	1
670	8804	0
1350	6376	0
990	5093	0
901	708	1
1810	6309	0
1433	9040	0
519	5805	0
369	74	1
864	7392	0
651	2209	1
596	732	1
1800	5670	0
1730	5918	0
172	1202	0
155	8610	0
588	5817	0
982	236	1
1224	3138	1
820	2536	1
632	6049	0
1653	1258	1
1037	8680	0
650	1956	1
561	908	0
1004	732	1
1563	130	1
1374	771	1
383	2585	0
622	6758	0
1374	5587	0
1055	3395	0
1830	6758	0
490	362	1
1523	5293	0
1131	863	1
31	36	1
1840	1403	0
1012	242	1
1366	55	1
975	104	1
263	5886	0
670	2239	1
1021	2147	1
700	7736	0
717	7668	0
1304	6442	0
582	209	0
580	773	0
461	1303	1
1686	2647	1
1755	398	0
1127	1469	1
1782	1315	1
73	882	0
590	78	1
1604	499	1
1437	376	1
787	3316	0
377	107	1
1180	3062	1
1206	3108	1
1575	472	0
1596	3525	1
968	5418	0
1693	102	1
1798	863	1
1143	47	1
1073	4855	0
634	2487	0
581	7008	0
1591	155	1
1059	9098	0
1566	772	0
1456	104	1
446	1748	0
436	5895	0
1327	3123	0
915	7802	0
1519	8702	0
1272	267	1
1444	3365	1
669	130	1
1272	640	0
739	353	1
1128	7413	0
1001	3939	0
